"ensembl_gene_id","logFC","AveExpr","P.Value","adj.P.Val"
"ENSG00000000003",-0.154050132089364,3.70363069207683,0.47049892746748,0.748886171476569
"ENSG00000000005",-0.483905100071868,-0.627475152215042,0.31085136379106,0.634309218422522
"ENSG00000000419",-0.25006674664218,3.22913865718265,0.0564306525342541,0.30417797873959
"ENSG00000000457",-0.0674671405376039,4.32991319288708,0.4820867449805,0.756445436336072
"ENSG00000000460",0.223497971215549,3.76704664852791,0.0650061474980471,0.325126158248796
"ENSG00000000938",0.267182194355198,0.0729755928882617,0.58399762932297,0.818350725556823
"ENSG00000000971",-1.32545836954736,2.74747096290755,0.0213973710855574,0.190097205718002
"ENSG00000001036",-0.395048473145375,3.77441540382325,0.0139749233765824,0.15180023512927
"ENSG00000001084",-0.0605474910446581,4.35906706347117,0.60462179916242,0.8294070390776
"ENSG00000001167",0.0328828470849467,5.51590746266591,0.696939925213322,0.876641638751991
"ENSG00000001460",0.0158364197679291,2.83237368536578,0.924936887847241,0.973804178073477
"ENSG00000001461",-0.30997115469706,5.47505886614631,0.0113306038312741,0.136352947343551
"ENSG00000001497",0.346275296417104,5.10883665346533,0.0067161701676028,0.102211763589661
"ENSG00000001561",-0.425286847399669,2.52019974107392,0.26571461928849,0.594439081418049
"ENSG00000001617",0.2152972288783,4.65859680801572,0.292450691199418,0.618362611864173
"ENSG00000001626",0.146388359693392,-1.68520898394321,0.778900877002587,0.91291542617384
"ENSG00000001629",0.045417673360572,7.15664192251197,0.715968438981296,0.88584050168219
"ENSG00000001630",-0.337382776418659,0.491443541112026,0.228520202365465,0.557946760121117
"ENSG00000001631",0.0368091168357884,6.33973451007019,0.695290198418871,0.875908181077717
"ENSG00000002016",0.0359839829448886,4.32702997013983,0.83595579588973,0.939555073598876
"ENSG00000002079",-0.200459963812072,-1.54401289822278,0.644962137402523,0.850977380749071
"ENSG00000002330",0.085825012049685,2.74523353699781,0.600953489593458,0.827025022255992
"ENSG00000002549",0.17869789860949,4.13613340765201,0.198932927726868,0.528050046382551
"ENSG00000002586",-0.0781220988245474,6.09232032285469,0.518720718186933,0.779728127989756
"ENSG00000002587",-2.07559468251856,0.918986894986499,1.22596807727943e-05,0.00436734465454311
"ENSG00000002726",-0.403179095916533,-2.56954609297395,0.327766141918523,0.648457166157723
"ENSG00000002745",0.207386153424393,2.04566318759983,0.676722964574148,0.867486499584313
"ENSG00000002746",-1.71512186016299,1.48990540602202,0.000402127633654606,0.0224770355558769
"ENSG00000002822",0.218964041583608,4.48279437124824,0.143676010416609,0.461869107627509
"ENSG00000002834",-0.198037916725679,6.7263069786762,0.0791736445174713,0.355006347461559
"ENSG00000002919",0.0116768321187134,3.28834815187031,0.926383766727327,0.974460642788646
"ENSG00000002933",0.268331394539457,-0.159259842720047,0.503507122069146,0.771531704740506
"ENSG00000003056",-0.0506751442396527,4.73296409406221,0.667841671175841,0.862805796444118
"ENSG00000003096",-0.333968372560073,2.11190158118478,0.445412707421002,0.732886390781001
"ENSG00000003137",-0.309197845373226,5.46644560057415,0.109244369844711,0.410019637203004
"ENSG00000003147",-1.14106626685599,3.29642018361089,0.000317589723624222,0.0197376937597601
"ENSG00000003249",0.549153339784727,2.42338166152587,0.131253318260403,0.442356315308024
"ENSG00000003393",0.239279291596636,5.87949384393017,0.00409074276658491,0.0772219894932092
"ENSG00000003400",-0.325918388021602,2.74196109936467,0.241334654477564,0.571547818821451
