"ensembl_gene_id","baseMean","log2FoldChange","pvalue","padj"
"ENSG00000000003",76.5430117034561,-0.218829072886847,0.246461777758734,0.533388950790512
"ENSG00000000005",7.94916367003086,-0.731082614818491,0.140159880392753,0.39697587391675
"ENSG00000000419",48.3372420864599,-0.238203473486118,0.037614785712285,0.193979451935032
"ENSG00000000457",101.755888649098,-0.056316018385415,0.527417456648913,0.769824710098116
"ENSG00000000460",70.1073845249992,0.208067747454407,0.0521104875606429,0.231602343357226
"ENSG00000000938",11.8734834694258,-0.144984458536511,0.761294802749046,0.900306373510906
"ENSG00000000971",106.06355507673,-0.563420343225757,0.198551428679456,0.47565447092089
"ENSG00000001036",76.1936635073538,-0.405479629105775,0.0106536287500223,0.0977734816711094
"ENSG00000001084",104.210128828152,-0.00335361396561974,0.974075733649424,0.990229388530444
"ENSG00000001167",232.8334680068,0.0275584686451134,0.751082048905606,0.894943385837934
"ENSG00000001460",40.2205978440262,0.0165115874274227,0.92691529597826,0.971858894781454
"ENSG00000001461",234.495767691447,-0.287236099055834,0.0103752407350671,0.0964530125507024
"ENSG00000001497",182.365949224059,0.334943149795718,0.004377855367873,0.0578810438102057
"ENSG00000001561",47.2343727559517,-0.208503174231932,0.504271090417184,0.75310224988417
"ENSG00000001617",151.169289379991,0.29285201471635,0.13032743648417,0.380088775903155
"ENSG00000001626",4.38264525940953,-0.57671654159098,0.45903505199298,0.72210574381171
"ENSG00000001629",735.859112783865,0.113094545408144,0.308431845544896,0.593955667768229
"ENSG00000001630",8.02584536780498,-0.0432785840143103,0.857981199513729,0.945941264338308
"ENSG00000001631",404.364142521439,0.0711742613131225,0.373188127133968,0.652162258768058
"ENSG00000002016",111.748811169534,0.0939253058595361,0.52542481655,0.768502449831224
"ENSG00000002079",4.45820359617858,-0.0479813326931093,0.941189035583326,0.976997981275796
"ENSG00000002330",36.2198796948185,0.0859312416839233,0.590902009695893,0.810322383841354
"ENSG00000002549",93.0893959396056,0.19328296008878,0.0681455923315863,0.267919620854146
"ENSG00000002586",357.991011816144,-0.0414891779788433,0.706794516336534,0.872017976716101
"ENSG00000002587",19.9213097582748,-1.6634036125618,8.50750375719457e-06,0.00106128393955485
"ENSG00000002726",2.57152001140321,-1.21021493481434,0.31275103036748,0.597033150209933
"ENSG00000002745",47.2690069316542,0.0183847843048185,0.964138588414174,0.986917721787522
"ENSG00000002746",34.6058768359067,-0.591427457172897,0.148176625050487,0.408266392934289
"ENSG00000002822",124.197763938755,0.170208715400039,0.297938884497005,0.584989562724309
"ENSG00000002834",554.584653309446,-0.19254852104551,0.11203342218123,0.351701461340728
"ENSG00000002919",53.0964131657441,0.0357823847018156,0.796683758510013,0.917222928054369
"ENSG00000002933",7.95074478265131,-0.131726708064891,0.747363461634239,0.892541261538326
"ENSG00000003056",135.724110376101,0.0664678190342208,0.536310515571769,0.775576889818458
"ENSG00000003096",36.7156669267168,0.111955653113771,0.732015144489449,0.885059046787249
"ENSG00000003137",257.677967398288,-0.112757127281246,0.543085284589947,0.779902660334576
"ENSG00000003147",70.4958140363563,-0.958524939812402,0.000142646364155299,0.00684833416169431
"ENSG00000003249",51.4454228969198,0.764292575495991,0.0247688971596971,0.156050528531724
"ENSG00000003393",293.31951112498,0.232554353397822,0.00189570891078177,0.0350291127476023
"ENSG00000003400",51.1841530641061,-0.118745560406018,0.675285041710659,0.8559237085869
"ENSG00000003402",1306.54196193233,0.587983310691979,2.85425891484331e-07,9.57457493677887e-05
"ENSG00000003436",62.9415208109442,-0.198566782455089,0.52044938444859,0.764779340352182
"ENSG00000003509",130.532789983831,0.259538125345474,0.00147422647256958,0.030206057677982
"ENSG00000003756",1382.82432965123,-0.0301784325298866,0.747431669099796,0.892541261538326
"ENSG00000003987",4.57247519995431,-0.154692234905262,0.826103827577644,0.930838751499463
"ENSG00000003989",52.061593899759,-0.270870712416267,0.502322620142787,0.751745878043441
"ENSG00000004059",69.6176146335135,0.0217583239706482,0.876626704170796,0.953644238178697
"ENSG00000004139",170.865787315372,0.115642185836304,0.465583334474927,0.72741248735403
"ENSG00000004142",155.293456526276,0.137508322878105,0.113171312321661,0.353483035322462
"ENSG00000004399",607.774587906026,-0.194216736312452,0.303483752509988,0.589868887447086
"ENSG00000004455",340.653794302563,0.00902016304381587,0.919800941348937,0.969769760952361
"ENSG00000004468",11.3105153218381,0.126949357225121,0.756727012299025,0.897484331398784
"ENSG00000004478",159.862925846501,0.157710098436774,0.199797101697734,0.477146807707012
"ENSG00000004487",374.683310409709,0.0951777325661815,0.349571904317172,0.631929589364295
"ENSG00000004534",655.752126690139,-0.0637320522264347,0.618599646683393,0.826304868055492
"ENSG00000004660",83.8214394401894,-0.1746146964959,0.385947358936035,0.661924006722691
"ENSG00000004700",155.573526893073,0.194154129855863,0.172251724264382,0.442076151581907
"ENSG00000004766",178.264872237157,0.0213592511265544,0.810728466313322,0.924019267373267
"ENSG00000004776",50.2388669698243,-0.618671277386235,0.0388729205517965,0.197621765165645
"ENSG00000004777",134.277548310688,-0.300881292862785,0.0818345555652546,0.294363643987474
