ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000000003,76.54301170345613,-0.21881640284694756,0.18875521785326868,-1.159260153629487,0.24635015847582498,0.5349695130440167
ENSG00000000005,7.949163670030857,-0.7310784623945044,0.49619642396979935,-1.4733650366633857,0.14065263260251107,0.3981722214936925
ENSG00000000419,48.33724208645989,-0.23820435478189464,0.11456918694065202,-2.0791310573346995,0.03760530622102893,0.19325520426492832
ENSG00000000457,101.75588864909788,-0.056317069928183396,0.08910944731239506,-0.631998869106999,0.527387616195674,0.7716982873687507
ENSG00000000460,70.10738452499925,0.20806938234158123,0.10712439095255238,1.9423156621141444,0.05209889811743627,0.23095737839030359
ENSG00000000938,11.873483469425787,-0.14498585790420943,0.47758477328464227,-0.3035814079813582,0.7614468177585966,0.9019260150912005
ENSG00000000971,106.0635550767296,-0.5634215318485556,0.43823373382140285,-1.2856644488216682,0.19856019360648347,0.476795109635536
ENSG00000001036,76.19366350735376,-0.40547991215961937,0.15876868290804994,-2.553903608272993,0.01065227414659982,0.09593924096883841
ENSG00000001084,104.21012882815164,-0.003353996744648342,0.10319458631924104,-0.0325016734334539,0.97407198152918,0.9904528239812135
ENSG00000001167,232.8334680068002,0.027562263252748558,0.08687042823680993,0.3172801586474682,0.7510310313133689,0.8965243259462179
ENSG00000001460,40.220597844026166,0.016510508993626844,0.18000627628467328,0.09172185178430159,0.9269190353606588,0.9725244567265642
ENSG00000001461,234.49576769144707,-0.2872357060758525,0.1120642584737205,-2.563133955356608,0.010373201790909541,0.09455661833590139
ENSG00000001497,182.36594922405925,0.3349434589959795,0.11753875597647868,2.849642709022774,0.004376836566088851,0.056331299935669425
ENSG00000001561,47.23437275595172,-0.20850328864248538,0.31223460066785197,-0.6677776524334867,0.5042755336610012,0.75510517324991
ENSG00000001617,151.16928937999097,0.29285182388181613,0.19358106517769835,1.5128123384019605,0.13032733382203562,0.3803670890657301
ENSG00000001626,4.382645259409536,-0.5767212280394527,0.7809093518808501,-0.7385251907284727,0.4601953651587941,0.7247691446927338
ENSG00000001629,735.859112783865,0.11309467522531905,0.11103388536557901,1.018560008532124,0.30841189827538107,0.5960303829519602
ENSG00000001630,8.025845367804981,-0.04328036414069847,0.24205146217255719,-0.17880645608264958,0.8580896757633207,0.9469381980494411
ENSG00000001631,404.3641425214385,0.07117374090835565,0.07992164551593904,0.8905439877881547,0.3731738599306099,0.6542201789330179
ENSG00000002016,111.74881116953411,0.09392681671417367,0.1478952295688959,0.6350902391372845,0.5253695627095412,0.7702475459588123
ENSG00000002079,4.4582035961785875,-0.047975977601464104,0.6524212484560215,-0.07353527757564762,0.941380172606989,0.9776679681595457
ENSG00000002330,36.21987969481849,0.08593161072731441,0.15985906198621586,0.5375460712682277,0.5908904700918469,0.8115331020076725
ENSG00000002549,93.08939593960564,0.19328478369512866,0.10595633793210422,1.824192752103075,0.06812293695994472,0.26740142989904825
ENSG00000002586,357.9910118161442,-0.041489784955053906,0.11029223328097525,-0.37618047727219833,0.7067827281772241,0.8740105283711667
ENSG00000002587,19.921309758274806,-1.6634030206765953,0.37363342121088206,-4.4519652853478435,8.508792428260597e-06,0.0010185150324851964
ENSG00000002726,2.5715200114032104,-1.2102115919929444,1.204920897634224,-1.004390905966614,0.31519023166078974,0.601263140393712
ENSG00000002745,47.269006931654204,0.01838475371330514,0.4089164003167661,0.04495968784588594,0.9641394408802182,0.9872641707361074
ENSG00000002746,34.60587683590673,-0.5914254824778158,0.409017481544501,-1.445966270792435,0.14818666244752807,0.4091672634767352
ENSG00000002822,124.19776393875539,0.17020864330789795,0.16352395662974864,1.0408789440759727,0.2979317351430054,0.5867126547285337
ENSG00000002834,554.584653309446,-0.1925482942087116,0.12116285279432797,-1.5891693680699257,0.11202216013582472,0.35196151664296277
ENSG00000002919,53.09641316574414,0.03577986356612613,0.13887797158946888,0.2576352689819911,0.796688407611158,0.9185804901789043
ENSG00000002933,7.950744782651311,-0.13172989796605739,0.40950863735056237,-0.32167794754787843,0.7476966858973403,0.8943723219741908
ENSG00000003056,135.72411037610115,0.06646728653367237,0.10748016931258868,0.6184144196904177,0.5363021949869817,0.7774258515824811
ENSG00000003096,36.71566692671681,0.11195553739389756,0.32693780587805876,0.3424368041292072,0.7320221951117838,0.8870862366617545
ENSG00000003137,257.67796739828765,-0.11275736434942642,0.1854072559825382,-0.6081604722095989,0.543081048030398,0.7815503123703819
ENSG00000003147,70.49581403635631,-0.9585251714869412,0.25201033327706823,-3.8035153520197436,0.00014265714837402788,0.00664586455597744
ENSG00000003249,51.4454228969198,0.7642925470317576,0.3404520457453245,2.2449345115801935,0.024772337012026534,0.15471363976546856
ENSG00000003393,293.31951112497956,0.23255414168317304,0.0748671808273188,3.106222768285603,0.0018949390111681307,0.03406007055864836
ENSG00000003400,51.18415306410613,-0.11874551230799421,0.28346830040620263,-0.4189022622206257,0.6752875636978348,0.8576207335869478
ENSG00000003402,1306.5419619323345,0.587982426152676,0.1145475572622121,5.133085682540736,2.850300668299945e-07,9.175775612950208e-05
ENSG00000003436,62.9415208109442,-0.1985689289930869,0.3089874404718934,-0.6426440139114633,0.5204551166362841,0.7662637337283549
ENSG00000003509,130.5327899838307,0.2595375690446938,0.08162019289699331,3.1798205791088567,0.0014736626540956036,0.029390834017745657
ENSG00000003756,1382.8243296512283,-0.030178594385671678,0.09370878795311276,-0.32204657689918637,0.7474174093065504,0.8942321626758909
