ensembl_gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSG00000144848,163.5118879549579,2.859393886133782,0.3671002959240461,7.789135334081554,6.746931052531973e-15,1.2224089680977429e-10
ENSG00000166710,995.6081878810729,2.6793510361934185,0.3976827427501649,6.737408361409988,1.6123656396594212e-11,1.4314825975961792e-07
ENSG00000167996,1214.776248729286,3.1358317529676687,0.4693530126303798,6.681179556925882,2.3702659194108277e-11,1.4314825975961792e-07
ENSG00000133657,599.5779423823577,2.2229711357059037,0.3406698971390347,6.525293706237453,6.786840976833624e-11,3.07409962045679e-07
ENSG00000115762,234.75121181287147,2.122716790349536,0.3312558082252221,6.408089270109622,1.473546269881812e-10,5.339542263543734e-07
ENSG00000164823,90.38360375453831,1.8011219343555884,0.2857702904472593,6.302691338335595,2.925210768205796e-10,8.833161449725436e-07
ENSG00000158869,41.75434739820172,4.715318616580224,0.7746097934934572,6.087347018057103,1.1479697725125129e-09,2.310990704264634e-06
ENSG00000151694,231.65662228941704,1.549774919667784,0.2532670250256448,6.119134220141213,9.408513296388096e-10,2.310990704264634e-06
ENSG00000196352,112.50414054435235,2.8428603913755093,0.4656739937101789,6.104829622812945,1.0291039956360676e-09,2.310990704264634e-06
ENSG00000234745,425.40214752401954,3.1101165619517293,0.5124820994202187,6.06873208931642,1.2892400386206759e-09,2.3358451019729408e-06
ENSG00000136167,212.60848484805666,4.784520976406061,0.7990582921316247,5.987699550232478,2.1282974476829606e-09,3.505499377919989e-06
ENSG00000264853,70.76846665452936,2.2715229686332106,0.3852674332694434,5.895964134203323,3.724998840377045e-09,5.467341066536173e-06
ENSG00000162924,210.42159243858933,2.0510619056312676,0.348380949957079,5.8874111970931855,3.922918305826816e-09,5.467341066536173e-06
ENSG00000163466,593.4550143819811,1.5107378240936677,0.25929311653619586,5.826370727750412,5.664570728428996e-09,6.842046163845104e-06
